"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Área plantada ou destinada à colheita (Hectares)"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"Ano x Produto das lavouras temporárias e permanentes"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"2024"
"Nível";"Cód.";"Brasil, Unidade da Federação e Município";"Total";"Arroz (em casca)";"Maçã";"Milho (em grão)";"Soja (em grão)"
"MU";"3536307";"Patrocínio Paulista (SP)";"26284";"-";"-";"800";"1200"
"MU";"3536406";"Paulicéia (SP)";"12913";"-";"-";"10";"320"
"MU";"3536505";"Paulínia (SP)";"3678";"-";"-";"68";"-"
"MU";"3536570";"Paulistânia (SP)";"1844";"-";"-";"29";"484"
"MU";"3536604";"Paulo de Faria (SP)";"41168";"-";"-";"500";"3500"
"MU";"3536703";"Pederneiras (SP)";"36445";"-";"-";"2947";"4056"
"MU";"3536802";"Pedra Bela (SP)";"3491";"-";"-";"1200";"2000"
"MU";"3536901";"Pedranópolis (SP)";"8558";"-";"-";"70";"100"
"MU";"3537008";"Pedregulho (SP)";"26552";"-";"-";"2300";"1300"
"MU";"3537107";"Pedreira (SP)";"32";"-";"-";"7";"-"
"MU";"3537156";"Pedrinhas Paulista (SP)";"19490";"290";"-";"8300";"8000"
"MU";"3537206";"Pedro de Toledo (SP)";"1291";"-";"-";"-";"-"
"MU";"3537305";"Penápolis (SP)";"37668";"-";"-";"500";"4800"
"MU";"3537404";"Pereira Barreto (SP)";"33518";"-";"-";"425";"2000"
"MU";"3537503";"Pereiras (SP)";"753";"-";"-";"250";"-"
"MU";"3537602";"Peruíbe (SP)";"577";"-";"-";"-";"-"
"MU";"3537701";"Piacatu (SP)";"8426";"-";"-";"150";"510"
"MU";"3537800";"Piedade (SP)";"1142";"-";"-";"500";"200"
"MU";"3537909";"Pilar do Sul (SP)";"16328";"-";"4";"5500";"7000"
"MU";"3538006";"Pindamonhangaba (SP)";"2531";"450";"-";"1000";"1000"
"MU";"3538105";"Pindorama (SP)";"9997";"-";"-";"75";"600"
"MU";"3538204";"Pinhalzinho (SP)";"2133";"-";"-";"100";"1500"
"MU";"3538303";"Piquerobi (SP)";"6612";"-";"-";"1000";"1200"
"MU";"3538501";"Piquete (SP)";"55";"-";"-";"15";"-"
"MU";"3538600";"Piracaia (SP)";"302";"-";"-";"180";"-"
"MU";"3538709";"Piracicaba (SP)";"47703";"-";"-";"2100";"1600"
"MU";"3538808";"Piraju (SP)";"26717";"-";"-";"3850";"14000"
"MU";"3538907";"Pirajuí (SP)";"26632";"-";"-";"950";"2500"
"MU";"3539004";"Pirangi (SP)";"14605";"-";"-";"10";"300"
"MU";"3539103";"Pirapora do Bom Jesus (SP)";"...";"...";"...";"...";"..."
"MU";"3539202";"Pirapozinho (SP)";"12894";"-";"-";"600";"1300"
"MU";"3539301";"Pirassununga (SP)";"43220";"-";"-";"4300";"6500"
"MU";"3539400";"Piratininga (SP)";"3685";"-";"-";"-";"200"
"MU";"3539509";"Pitangueiras (SP)";"36972";"-";"-";"220";"600"
"MU";"3539608";"Planalto (SP)";"16677";"-";"-";"100";"1200"
"MU";"3539707";"Platina (SP)";"27330";"-";"-";"9050";"9010"
"MU";"3539806";"Poá (SP)";"...";"...";"...";"...";"..."
"MU";"3539905";"Poloni (SP)";"7837";"-";"-";"400";"100"
"MU";"3540002";"Pompéia (SP)";"22275";"-";"-";"1000";"1000"
"MU";"3540101";"Pongaí (SP)";"8750";"-";"-";"200";"500"
"MU";"3540200";"Pontal (SP)";"27960";"-";"-";"200";"900"
"MU";"3540259";"Pontalinda (SP)";"7013";"-";"-";"100";"30"
"MU";"3540309";"Pontes Gestal (SP)";"9651";"-";"-";"100";"600"
"MU";"3540408";"Populina (SP)";"10719";"-";"-";"30";"200"
"MU";"3540507";"Porangaba (SP)";"1293";"-";"-";"300";"210"
"MU";"3540606";"Porto Feliz (SP)";"17643";"-";"-";"600";"650"
"MU";"3540705";"Porto Ferreira (SP)";"15798";"-";"-";"750";"3200"
"MU";"3540754";"Potim (SP)";"1220";"370";"-";"350";"500"
"MU";"3540804";"Potirendaba (SP)";"18986";"-";"-";"500";"2250"
"MU";"3540853";"Pracinha (SP)";"1769";"-";"-";"35";"170"
"MU";"3540903";"Pradópolis (SP)";"14754";"3";"-";"530";"2245"
"MU";"3541000";"Praia Grande (SP)";"...";"...";"...";"...";"..."
"MU";"3541059";"Pratânia (SP)";"10579";"-";"-";"310";"104"
"MU";"3541109";"Presidente Alves (SP)";"2651";"-";"-";"20";"-"
"MU";"3541208";"Presidente Bernardes (SP)";"11592";"-";"-";"2500";"2800"
"MU";"3541307";"Presidente Epitácio (SP)";"14141";"-";"-";"400";"700"
"MU";"3541406";"Presidente Prudente (SP)";"9610";"-";"-";"230";"-"
"MU";"3541505";"Presidente Venceslau (SP)";"5288";"-";"-";"400";"-"
"MU";"3541604";"Promissão (SP)";"29059";"-";"-";"300";"3000"
"MU";"3541653";"Quadra (SP)";"9174";"-";"-";"1250";"2000"
"MU";"3541703";"Quatá (SP)";"31858";"-";"-";"150";"3000"
"MU";"3541802";"Queiroz (SP)";"10845";"-";"-";"-";"500"
"MU";"3541901";"Queluz (SP)";"74";"1";"-";"17";"-"
"MU";"3542008";"Quintana (SP)";"16050";"-";"-";"500";"3000"
"MU";"3542107";"Rafard (SP)";"6135";"-";"-";"100";"35"
"MU";"3542206";"Rancharia (SP)";"117196";"-";"-";"18750";"21200"
"MU";"3542305";"Redenção da Serra (SP)";"40";"-";"-";"5";"-"
"MU";"3542404";"Regente Feijó (SP)";"7873";"-";"-";"620";"1500"
"MU";"3542503";"Reginópolis (SP)";"14163";"-";"-";"750";"350"
"MU";"3542602";"Registro (SP)";"5622";"460";"-";"20";"-"
"MU";"3542701";"Restinga (SP)";"15245";"-";"-";"200";"500"
"MU";"3542800";"Ribeira (SP)";"388";"-";"-";"80";"-"
"MU";"3542909";"Ribeirão Bonito (SP)";"19566";"-";"-";"100";"700"
"MU";"3543006";"Ribeirão Branco (SP)";"15595";"-";"10";"11500";"2500"
"MU";"3543105";"Ribeirão Corrente (SP)";"10150";"-";"-";"150";"200"
"MU";"3543204";"Ribeirão do Sul (SP)";"25412";"-";"-";"7430";"12500"
"MU";"3543238";"Ribeirão dos Índios (SP)";"4069";"-";"-";"15";"730"
"MU";"3543253";"Ribeirão Grande (SP)";"5294";"-";"-";"3300";"1600"
"MU";"3543303";"Ribeirão Pires (SP)";"...";"...";"...";"...";"..."
"MU";"3543402";"Ribeirão Preto (SP)";"39690";"-";"-";"800";"700"
"MU";"3543501";"Riversul (SP)";"8194";"-";"-";"1300";"5500"
"MU";"3543600";"Rifaina (SP)";"2675";"-";"-";"-";"500"
"MU";"3543709";"Rincão (SP)";"22923";"-";"-";"30";"1500"
"MU";"3543808";"Rinópolis (SP)";"8400";"-";"-";"500";"1000"
"MU";"3543907";"Rio Claro (SP)";"13161";"-";"-";"1232";"200"
"MU";"3544004";"Rio das Pedras (SP)";"13661";"-";"-";"210";"950"
"MU";"3544103";"Rio Grande da Serra (SP)";"...";"...";"...";"...";"..."
"MU";"3544202";"Riolândia (SP)";"24826";"-";"-";"600";"800"
"MU";"3544251";"Rosana (SP)";"11405";"-";"-";"3600";"5200"
"MU";"3544301";"Roseira (SP)";"2215";"1200";"-";"400";"450"
"MU";"3544400";"Rubiácea (SP)";"8988";"-";"-";"34";"540"
"MU";"3544509";"Rubinéia (SP)";"3354";"-";"-";"120";"830"
"MU";"3544608";"Sabino (SP)";"10822";"-";"-";"150";"1600"
"MU";"3544707";"Sagres (SP)";"5671";"-";"-";"90";"90"
"MU";"3544806";"Sales (SP)";"14380";"-";"-";"300";"500"
"MU";"3544905";"Sales Oliveira (SP)";"19070";"-";"-";"177";"2793"
"MU";"3545001";"Salesópolis (SP)";"99";"-";"-";"-";"-"
"MU";"3545100";"Salmourão (SP)";"6653";"-";"-";"100";"250"
"MU";"3545159";"Saltinho (SP)";"3202";"-";"-";"130";"50"
"MU";"3545209";"Salto (SP)";"1586";"-";"-";"250";"200"
"MU";"3545308";"Salto de Pirapora (SP)";"2052";"-";"-";"850";"900"
"MU";"3545407";"Salto Grande (SP)";"25360";"-";"-";"12150";"12200"
"MU";"3545506";"Sandovalina (SP)";"38694";"-";"-";"2000";"2000"
"MU";"3545605";"Santa Adélia (SP)";"25243";"-";"-";"50";"650"
"MU";"3545704";"Santa Albertina (SP)";"7907";"-";"-";"40";"-"
"MU";"3545803";"Santa Bárbara d'Oeste (SP)";"16701";"-";"-";"480";"800"
"MU";"3546009";"Santa Branca (SP)";"44";"-";"-";"1";"-"
"MU";"3546108";"Santa Clara d'Oeste (SP)";"642";"-";"-";"-";"150"
"MU";"3546207";"Santa Cruz da Conceição (SP)";"6087";"-";"-";"660";"600"
"MU";"3546256";"Santa Cruz da Esperança (SP)";"7998";"-";"-";"250";"200"
"MU";"3546306";"Santa Cruz das Palmeiras (SP)";"19518";"-";"-";"275";"1285"
"MU";"3546405";"Santa Cruz do Rio Pardo (SP)";"104834";"-";"-";"26500";"40000"
"MU";"3546504";"Santa Ernestina (SP)";"7780";"-";"-";"40";"150"
"MU";"3546603";"Santa Fé do Sul (SP)";"2530";"-";"-";"145";"12"
"MU";"3546702";"Santa Gertrudes (SP)";"5279";"-";"-";"-";"209"
"MU";"3546801";"Santa Isabel (SP)";"176";"-";"-";"-";"-"
"MU";"3546900";"Santa Lúcia (SP)";"13323";"-";"-";"160";"400"
"MU";"3547007";"Santa Maria da Serra (SP)";"7550";"-";"-";"230";"1500"
"MU";"3547106";"Santa Mercedes (SP)";"7715";"-";"-";"-";"-"
"MU";"3547205";"Santana da Ponte Pensa (SP)";"2756";"-";"-";"2";"340"
"MU";"3547304";"Santana de Parnaíba (SP)";"...";"...";"...";"...";"..."
"MU";"3547403";"Santa Rita d'Oeste (SP)";"7600";"-";"-";"-";"1570"
"MU";"3547502";"Santa Rita do Passa Quatro (SP)";"22410";"-";"-";"650";"450"
"MU";"3547601";"Santa Rosa de Viterbo (SP)";"15498";"-";"-";"250";"1300"
"MU";"3547650";"Santa Salete (SP)";"1152";"-";"-";"20";"-"
"MU";"3547700";"Santo Anastácio (SP)";"4208";"-";"-";"388";"3703"
"MU";"3547809";"Santo André (SP)";"...";"...";"...";"...";"..."
"MU";"3547908";"Santo Antônio da Alegria (SP)";"11054";"-";"-";"1175";"1500"
"MU";"3548005";"Santo Antônio de Posse (SP)";"6165";"-";"-";"1000";"400"
"MU";"3548054";"Santo Antônio do Aracanguá (SP)";"34829";"-";"-";"300";"8000"
"MU";"3548104";"Santo Antônio do Jardim (SP)";"4326";"-";"-";"250";"300"
"MU";"3548203";"Santo Antônio do Pinhal (SP)";"66";"-";"-";"10";"-"
"MU";"3548302";"Santo Expedito (SP)";"1341";"-";"-";"70";"-"
"MU";"3548401";"Santópolis do Aguapeí (SP)";"5471";"-";"-";"-";"-"
"MU";"3548500";"Santos (SP)";"...";"...";"...";"...";"..."
"MU";"3548609";"São Bento do Sapucaí (SP)";"1163";"-";"-";"80";"-"
"MU";"3548708";"São Bernardo do Campo (SP)";"...";"...";"...";"...";"..."
"MU";"3548906";"São Carlos (SP)";"43145";"-";"-";"2000";"2000"
"MU";"3549003";"São Francisco (SP)";"1683";"-";"-";"3";"-"
"MU";"3549102";"São João da Boa Vista (SP)";"16410";"-";"-";"1500";"4000"
"MU";"3549201";"São João das Duas Pontes (SP)";"4508";"-";"-";"80";"-"
"MU";"3549250";"São João de Iracema (SP)";"7361";"-";"-";"100";"200"
"MU";"3549300";"São João do Pau d'Alho (SP)";"6025";"-";"-";"-";"410"
"MU";"3549409";"São Joaquim da Barra (SP)";"31099";"-";"-";"277";"4802"
"MU";"3549508";"São José da Bela Vista (SP)";"26158";"-";"-";"390";"3500"
"MU";"3549607";"São José do Barreiro (SP)";"125";"-";"-";"45";"-"
"MU";"3549706";"São José do Rio Pardo (SP)";"6536";"50";"-";"1000";"2200"
"MU";"3549805";"São José do Rio Preto (SP)";"5330";"-";"-";"60";"418"
"MU";"3549904";"São José dos Campos (SP)";"32";"-";"-";"-";"-"
"MU";"3549953";"São Lourenço da Serra (SP)";"...";"...";"...";"...";"..."
"MU";"3550001";"São Luiz do Paraitinga (SP)";"354";"-";"-";"320";"-"
"MU";"3550100";"São Manuel (SP)";"41378";"-";"-";"155";"1040"
"MU";"3550209";"São Miguel Arcanjo (SP)";"30037";"-";"15";"8900";"11000"
"MU";"3550308";"São Paulo (SP)";"141";"-";"-";"30";"-"
"MU";"3550407";"São Pedro (SP)";"13261";"-";"-";"410";"180"
"MU";"3550506";"São Pedro do Turvo (SP)";"56322";"-";"-";"16200";"19000"
"MU";"3550605";"São Roque (SP)";"870";"-";"-";"700";"50"
"MU";"3550704";"São Sebastião (SP)";"96";"-";"-";"-";"-"
"MU";"3550803";"São Sebastião da Grama (SP)";"6859";"-";"-";"100";"400"
"MU";"3550902";"São Simão (SP)";"24299";"-";"-";"70";"-"
"MU";"3551009";"São Vicente (SP)";"...";"...";"...";"...";"..."
"MU";"3551108";"Sarapuí (SP)";"4238";"-";"-";"1260";"1600"
"MU";"3551207";"Sarutaiá (SP)";"8230";"-";"-";"1920";"2500"
"MU";"3551306";"Sebastianópolis do Sul (SP)";"9910";"-";"-";"300";"150"
"MU";"3551405";"Serra Azul (SP)";"18254";"-";"-";"15";"800"
"MU";"3551504";"Serrana (SP)";"7932";"-";"-";"250";"200"
"MU";"3551603";"Serra Negra (SP)";"3418";"-";"-";"300";"300"
"MU";"3551702";"Sertãozinho (SP)";"29740";"-";"-";"240";"500"
"MU";"3551801";"Sete Barras (SP)";"7126";"240";"-";"50";"-"
"MU";"3551900";"Severínia (SP)";"9231";"-";"-";"100";"350"
"MU";"3552007";"Silveiras (SP)";"82";"-";"-";"20";"-"
"MU";"3552106";"Socorro (SP)";"7178";"3";"-";"1800";"1300"
"MU";"3552205";"Sorocaba (SP)";"3429";"-";"-";"560";"600"
"MU";"3552304";"Sud Mennucci (SP)";"21258";"-";"-";"1128";"3704"
"MU";"3552403";"Sumaré (SP)";"2284";"-";"-";"300";"500"
"MU";"3552502";"Suzano (SP)";"5";"-";"-";"-";"-"
"MU";"3552551";"Suzanápolis (SP)";"11905";"-";"-";"-";"740"
"MU";"3552601";"Tabapuã (SP)";"22811";"-";"-";"25";"320"
"MU";"3552700";"Tabatinga (SP)";"23813";"-";"-";"400";"2500"
"MU";"3552809";"Taboão da Serra (SP)";"...";"...";"...";"...";"..."
"MU";"3552908";"Taciba (SP)";"25911";"-";"-";"7020";"-"
"MU";"3553005";"Taguaí (SP)";"11746";"-";"-";"3866";"3100"
"MU";"3553104";"Taiaçu (SP)";"9222";"-";"-";"190";"230"
"MU";"3553203";"Taiúva (SP)";"9462";"-";"-";"210";"120"
"MU";"3553302";"Tambaú (SP)";"24472";"-";"-";"400";"1200"
"MU";"3553401";"Tanabi (SP)";"36304";"-";"-";"300";"3000"
"MU";"3553500";"Tapiraí (SP)";"332";"-";"-";"-";"-"
"MU";"3553609";"Tapiratiba (SP)";"6507";"-";"-";"600";"700"
"MU";"3553658";"Taquaral (SP)";"4750";"-";"-";"10";"150"
"MU";"3553708";"Taquaritinga (SP)";"39888";"-";"-";"1000";"1750"
"MU";"3553807";"Taquarituba (SP)";"44441";"-";"-";"8700";"22000"
"MU";"3553856";"Taquarivaí (SP)";"26623";"-";"35";"6200";"14000"
"MU";"3553906";"Tarabai (SP)";"3620";"-";"-";"130";"150"
"MU";"3553955";"Tarumã (SP)";"35819";"180";"-";"8850";"7700"
"MU";"3554003";"Tatuí (SP)";"21058";"-";"-";"3800";"5000"
"MU";"3554102";"Taubaté (SP)";"1163";"280";"-";"196";"600"
"MU";"3554201";"Tejupá (SP)";"10925";"-";"-";"1550";"4450"
"MU";"3554300";"Teodoro Sampaio (SP)";"47341";"-";"-";"690";"2155"
"MU";"3554409";"Terra Roxa (SP)";"17058";"-";"-";"50";"1500"
"MU";"3554508";"Tietê (SP)";"16919";"-";"-";"2500";"100"
"MU";"3554607";"Timburi (SP)";"4015";"-";"-";"200";"2050"
"MU";"3554656";"Torre de Pedra (SP)";"46";"-";"-";"15";"-"
"MU";"3554706";"Torrinha (SP)";"9688";"-";"-";"700";"1800"
"MU";"3554755";"Trabiju (SP)";"2700";"-";"-";"10";"13"
"MU";"3554805";"Tremembé (SP)";"2560";"700";"-";"800";"1000"
"MU";"3554904";"Três Fronteiras (SP)";"2639";"-";"-";"200";"200"
"MU";"3554953";"Tuiuti (SP)";"2187";"-";"-";"1900";"200"
"MU";"3555000";"Tupã (SP)";"31885";"-";"-";"1500";"3500"
"MU";"3555109";"Tupi Paulista (SP)";"10971";"-";"-";"20";"120"
"MU";"3555208";"Turiúba (SP)";"7721";"-";"-";"-";"967"
"MU";"3555307";"Turmalina (SP)";"6630";"-";"-";"400";"-"
"MU";"3555356";"Ubarana (SP)";"16446";"-";"-";"300";"50"
"MU";"3555406";"Ubatuba (SP)";"147";"-";"-";"-";"-"
"MU";"3555505";"Ubirajara (SP)";"8467";"-";"-";"30";"2400"
"MU";"3555604";"Uchoa (SP)";"16310";"-";"-";"250";"320"
"MU";"3555703";"União Paulista (SP)";"5433";"-";"-";"995";"820"
"MU";"3555802";"Urânia (SP)";"4454";"-";"-";"50";"-"
"MU";"3555901";"Uru (SP)";"5110";"-";"-";"-";"-"
"MU";"3556008";"Urupês (SP)";"23019";"-";"-";"200";"600"
"MU";"3556107";"Valentim Gentil (SP)";"5276";"-";"-";"120";"600"
"MU";"3556206";"Valinhos (SP)";"767";"-";"-";"30";"-"
"MU";"3556305";"Valparaíso (SP)";"54453";"-";"-";"400";"400"
"MU";"3556354";"Vargem (SP)";"1461";"-";"-";"750";"320"
"MU";"3556404";"Vargem Grande do Sul (SP)";"12246";"-";"-";"2000";"3500"
"MU";"3556453";"Vargem Grande Paulista (SP)";"...";"...";"...";"...";"..."
"MU";"3556503";"Várzea Paulista (SP)";"...";"...";"...";"...";"..."
"MU";"3556602";"Vera Cruz (SP)";"3486";"-";"-";"200";"-"
"MU";"3556701";"Vinhedo (SP)";"154";"-";"-";"30";"-"
"MU";"3556800";"Viradouro (SP)";"17429";"-";"-";"75";"2000"
"MU";"3556909";"Vista Alegre do Alto (SP)";"7076";"-";"-";"5";"400"
"MU";"3556958";"Vitória Brasil (SP)";"1087";"-";"-";"110";"100"
"MU";"3557006";"Votorantim (SP)";"600";"-";"-";"400";"200"
"MU";"3557105";"Votuporanga (SP)";"12451";"-";"-";"100";"200"
"MU";"3557154";"Zacarias (SP)";"9491";"-";"-";"750";"600"
"MU";"3557204";"Chavantes (SP)";"14002";"-";"-";"1700";"2500"
"MU";"3557303";"Estiva Gerbi (SP)";"2992";"-";"-";"200";"500"
"MU";"4100103";"Abatiá (PR)";"18671";"1";"-";"5060";"9600"
"MU";"4100202";"Adrianópolis (PR)";"1129";"12";"-";"150";"18"
"MU";"4100301";"Agudos do Sul (PR)";"6674";"-";"10";"3585";"2130"
"MU";"4100400";"Almirante Tamandaré (PR)";"1844";"-";"-";"600";"600"
"MU";"4100459";"Altamira do Paraná (PR)";"3915";"-";"-";"1200";"2600"
"MU";"4100509";"Altônia (PR)";"13964";"-";"-";"2900";"7200"
"MU";"4100608";"Alto Paraná (PR)";"8417";"-";"-";"348";"600"
"MU";"4100707";"Alto Piquiri (PR)";"61559";"-";"-";"28000";"33400"
"MU";"4100806";"Alvorada do Sul (PR)";"42148";"-";"-";"19830";"20450"
"MU";"4100905";"Amaporã (PR)";"17235";"19";"-";"2100";"1950"
"MU";"4101002";"Ampére (PR)";"16438";"1";"-";"2200";"8900"
"MU";"4101051";"Anahy (PR)";"10676";"2";"-";"4440";"5286"
"MU";"4101101";"Andirá (PR)";"32972";"18";"-";"9480";"16000"
"MU";"4101150";"Ângulo (PR)";"14526";"-";"-";"6555";"7100"
"MU";"4101200";"Antonina (PR)";"1610";"121";"-";"12";"-"
"MU";"4101309";"Antônio Olinto (PR)";"11023";"15";"8";"1200";"3000"
"MU";"4101408";"Apucarana (PR)";"46455";"5";"-";"12500";"22500"
"MU";"4101507";"Arapongas (PR)";"43227";"-";"-";"12250";"22200"
"MU";"4101606";"Arapoti (PR)";"61208";"5";"2";"5700";"33600"
"MU";"4101655";"Arapuã (PR)";"22727";"-";"-";"7150";"11200"
"MU";"4101705";"Araruna (PR)";"41370";"-";"-";"6000";"28100"
"MU";"4101804";"Araucária (PR)";"17116";"-";"20";"2500";"9000"
"MU";"4101853";"Ariranha do Ivaí (PR)";"25928";"-";"-";"7770";"12800"
"MU";"4101903";"Assaí (PR)";"57321";"3";"-";"17060";"27000"
"MU";"4102000";"Assis Chateaubriand (PR)";"143472";"-";"-";"70550";"71820"
"MU";"4102109";"Astorga (PR)";"50100";"-";"-";"22440";"25700"
"MU";"4102208";"Atalaia (PR)";"16236";"-";"-";"6560";"7300"
"MU";"4102307";"Balsa Nova (PR)";"11948";"-";"-";"1500";"7000"
"MU";"4102406";"Bandeirantes (PR)";"44737";"12";"-";"13266";"18379"
"MU";"4102505";"Barbosa Ferraz (PR)";"28572";"-";"-";"10550";"16000"
"MU";"4102604";"Barracão (PR)";"6064";"2";"1";"650";"3800"
"MU";"4102703";"Barra do Jacaré (PR)";"13352";"1";"-";"4130";"5900"
"MU";"4102752";"Bela Vista da Caroba (PR)";"10453";"1";"-";"430";"5850"
"MU";"4102802";"Bela Vista do Paraíso (PR)";"34324";"-";"-";"16780";"17100"
"MU";"4102901";"Bituruna (PR)";"13283";"15";"-";"1500";"4500"
"MU";"4103008";"Boa Esperança (PR)";"47204";"-";"-";"19900";"25500"
"MU";"4103024";"Boa Esperança do Iguaçu (PR)";"13364";"-";"-";"600";"5500"
"MU";"4103040";"Boa Ventura de São Roque (PR)";"31918";"20";"-";"2400";"22500"
"MU";"4103057";"Boa Vista da Aparecida (PR)";"8921";"5";"-";"1250";"4200"
"MU";"4103107";"Bocaiúva do Sul (PR)";"456";"-";"-";"110";"105"
"MU";"4103156";"Bom Jesus do Sul (PR)";"8368";"1";"-";"1200";"4650"
"MU";"4103206";"Bom Sucesso (PR)";"24005";"-";"-";"5150";"9000"
"MU";"4103222";"Bom Sucesso do Sul (PR)";"37117";"-";"-";"5700";"13800"
"MU";"4103305";"Borrazópolis (PR)";"28268";"5";"-";"8020";"15000"
"MU";"4103354";"Braganey (PR)";"33133";"2";"-";"10200";"17700"
"MU";"4103370";"Brasilândia do Sul (PR)";"42810";"-";"-";"20004";"22800"
"MU";"4103404";"Cafeara (PR)";"10595";"-";"-";"1760";"4260"
"MU";"4103453";"Cafelândia (PR)";"48177";"-";"-";"21905";"23727"
"MU";"4103479";"Cafezal do Sul (PR)";"15285";"-";"-";"2000";"12000"
"MU";"4103503";"Califórnia (PR)";"14520";"2";"-";"2720";"7100"
"MU";"4103602";"Cambará (PR)";"43869";"221";"-";"15560";"17500"
"MU";"4103701";"Cambé (PR)";"68610";"-";"-";"32500";"35200"
"MU";"4103800";"Cambira (PR)";"16901";"-";"-";"2700";"8000"
"MU";"4103909";"Campina da Lagoa (PR)";"70583";"-";"-";"30435";"37000"
"MU";"4103958";"Campina do Simão (PR)";"17977";"1";"-";"1650";"12100"
"MU";"4104006";"Campina Grande do Sul (PR)";"309";"-";"-";"95";"80"
"MU";"4104055";"Campo Bonito (PR)";"31318";"20";"-";"5400";"15725"
"MU";"4104105";"Campo do Tenente (PR)";"16719";"2";"197";"2200";"12565"
"MU";"4104204";"Campo Largo (PR)";"10844";"2";"50";"1400";"5000"
"MU";"4104253";"Campo Magro (PR)";"2858";"-";"-";"800";"1000"
"MU";"4104303";"Campo Mourão (PR)";"92266";"-";"-";"20500";"49500"
"MU";"4104402";"Cândido de Abreu (PR)";"37833";"18";"-";"5400";"24800"
"MU";"4104428";"Candói (PR)";"76372";"3";"-";"7250";"51300"
"MU";"4104451";"Cantagalo (PR)";"26933";"2";"-";"2680";"20600"
"MU";"4104501";"Capanema (PR)";"32901";"1";"-";"8200";"18550"
"MU";"4104600";"Capitão Leônidas Marques (PR)";"15675";"-";"-";"5100";"7400"
"MU";"4104659";"Carambeí (PR)";"44273";"1";"-";"5350";"21850"
"MU";"4104709";"Carlópolis (PR)";"11544";"2";"-";"2350";"2400"
"MU";"4104808";"Cascavel (PR)";"180405";"4";"3";"62200";"86600"
"MU";"4104907";"Castro (PR)";"102561";"8";"3";"14950";"54500"
"MU";"4105003";"Catanduvas (PR)";"32068";"10";"-";"5200";"17550"
"MU";"4105102";"Centenário do Sul (PR)";"33693";"-";"-";"8660";"13500"
"MU";"4105201";"Cerro Azul (PR)";"15514";"9";"-";"3000";"600"
"MU";"4105300";"Céu Azul (PR)";"36570";"-";"-";"10725";"17300"
"MU";"4105409";"Chopinzinho (PR)";"62638";"4";"-";"2500";"32800"
"MU";"4105508";"Cianorte (PR)";"39426";"-";"-";"4500";"12650"
"MU";"4105607";"Cidade Gaúcha (PR)";"11531";"136";"-";"600";"1723"
"MU";"4105706";"Clevelândia (PR)";"60167";"1";"-";"1880";"37700"
"MU";"4105805";"Colombo (PR)";"342";"-";"-";"180";"20"
"MU";"4105904";"Colorado (PR)";"22777";"-";"-";"1400";"2327"
"MU";"4106001";"Congonhinhas (PR)";"33385";"1";"-";"4340";"16700"
"MU";"4106100";"Conselheiro Mairinck (PR)";"11037";"25";"-";"3880";"4650"
"MU";"4106209";"Contenda (PR)";"15876";"3";"-";"1800";"7500"
"MU";"4106308";"Corbélia (PR)";"66628";"-";"-";"24800";"33675"
"MU";"4106407";"Cornélio Procópio (PR)";"64561";"-";"-";"22104";"30305"
"MU";"4106456";"Coronel Domingos Soares (PR)";"22293";"5";"-";"700";"20050"
"MU";"4106506";"Coronel Vivida (PR)";"46587";"2";"-";"2700";"30450"
"MU";"4106555";"Corumbataí do Sul (PR)";"6276";"-";"-";"950";"4100"
"MU";"4106571";"Cruzeiro do Iguaçu (PR)";"10914";"-";"-";"600";"5100"
"MU";"4106605";"Cruzeiro do Oeste (PR)";"27880";"-";"-";"3550";"8600"
"MU";"4106704";"Cruzeiro do Sul (PR)";"18844";"-";"-";"4270";"5938"
"MU";"4106803";"Cruz Machado (PR)";"25969";"30";"2";"7000";"4200"
"MU";"4106852";"Cruzmaltina (PR)";"26121";"-";"-";"7600";"14000"
"MU";"4106902";"Curitiba (PR)";"275";"-";"-";"60";"160"
"MU";"4107009";"Curiúva (PR)";"10843";"30";"-";"1371";"7350"
"MU";"4107108";"Diamante do Norte (PR)";"7932";"-";"-";"2410";"3400"
"MU";"4107124";"Diamante do Sul (PR)";"6227";"5";"-";"700";"3000"
"MU";"4107157";"Diamante D'Oeste (PR)";"9350";"-";"-";"4230";"4560"
"MU";"4107207";"Dois Vizinhos (PR)";"44521";"1";"-";"1800";"19000"
"MU";"4107256";"Douradina (PR)";"6403";"580";"-";"360";"1850"
"MU";"4107306";"Doutor Camargo (PR)";"18965";"15";"-";"9053";"9500"
"MU";"4107405";"Enéas Marques (PR)";"7250";"-";"-";"400";"3810"
"MU";"4107504";"Engenheiro Beltrão (PR)";"66066";"-";"-";"30200";"34200"
"MU";"4107520";"Esperança Nova (PR)";"1236";"-";"-";"200";"450"
"MU";"4107538";"Entre Rios do Oeste (PR)";"10249";"-";"-";"4720";"5380"
"MU";"4107546";"Espigão Alto do Iguaçu (PR)";"20730";"5";"-";"2400";"11230"
"MU";"4107553";"Farol (PR)";"44943";"-";"-";"17300";"23250"
"MU";"4107603";"Faxinal (PR)";"36855";"-";"-";"9850";"19200"
"MU";"4107652";"Fazenda Rio Grande (PR)";"1642";"-";"-";"200";"1100"
